,WMO,Prof,Date,Lat,Lon,O2Inv,O2EqInv
46,4901142.0,47.0,2011-08-21 19:34:00.000000,63.106998443603516,-54.819000244140625,31.923200086714637,31.55691338671259
47,4901142.0,48.0,2011-08-31 17:25:00.000000,62.784000396728516,-54.88999938964844,31.169834376548643,31.503324546752847
48,4901142.0,49.0,2011-09-10 19:13:00.000000,63.132999420166016,-55.185001373291016,30.47683568434773,30.98826168641261
49,4901142.0,50.0,2011-09-20 20:10:00.000000,63.26599884033203,-56.7239990234375,31.53465061232886,31.58312256540803
50,4901142.0,51.0,2011-09-30 20:18:00.000000,63.29999923706055,-57.244998931884766,31.610008845142126,31.86029627013016
51,4901142.0,52.0,2011-10-10 19:52:00.000000,63.0369987487793,-57.880001068115234,31.528369411385658,31.650545636259
52,4901142.0,53.0,2011-10-20 19:33:00.000000,62.86000061035156,-58.35599899291992,32.63918625663814,34.15486296969447
53,4901142.0,54.0,2011-10-30 19:24:00.000000,62.38100051879883,-59.527000427246094,31.95655717076511,32.878210878373636
54,4901142.0,55.0,2011-11-09 19:30:00.000000,62.1349983215332,-59.768001556396484,32.506485327921574,33.362409676846355
55,4901142.0,56.0,2011-11-19 19:29:00.000000,61.60599899291992,-60.19599914550781,32.22366484731476,33.2870088554338
56,4901142.0,57.0,2011-11-29 20:02:59.999999,60.8129997253418,-60.25299835205078,31.764278984551332,32.95251844561031
57,4901142.0,58.0,2011-12-09 17:05:00.000000,60.30699920654297,-60.016998291015625,32.83145271341012,34.097358396249966
58,4901142.0,59.0,2011-12-19 16:54:00.000000,60.22100067138672,-59.33399963378906,33.283870637892264,34.63906869824859
59,4901142.0,60.0,2011-12-29 16:41:00.000000,60.1870002746582,-58.92900085449219,34.42931132003104,35.87985233189707
60,4901142.0,61.0,2012-01-08 16:50:00.000000,60.2869987487793,-59.499000549316406,34.68966047635937,35.95519789858012
61,4901142.0,62.0,2012-01-18 16:54:00.000000,60.104000091552734,-58.90999984741211,33.55649238920153,35.7704928137842
62,4901142.0,63.0,2012-01-28 17:20:00.000000,60.20000076293945,-58.8650016784668,33.39679351146486,34.897087590212
63,4901142.0,64.0,2012-02-07 17:00:00.000000,60.29100036621094,-58.86399841308594,33.700872421628716,34.94871488926693
64,4901142.0,65.0,2012-02-17 17:27:00.000000,60.534000396728516,-58.20800018310547,34.3574521894087,36.09366024432068
65,4901142.0,66.0,2012-02-27 17:35:00.000000,60.38600158691406,-58.20199966430664,34.86308467072659,36.33300699774551
66,4901142.0,67.0,2012-03-08 17:38:00.000000,59.85300064086914,-58.72100067138672,33.91001564659799,35.62111242361063
67,4901142.0,68.0,2012-03-18 20:15:00.000000,59.875999450683594,-58.60100173950195,34.72654999956685,37.003056442784874
68,4901142.0,69.0,2012-03-28 16:54:59.999999,59.0369987487793,-58.83300018310547,35.98518017332767,37.714129885660384
69,4901142.0,70.0,2012-04-07 20:15:00.000000,58.56800079345703,-58.99300003051758,35.48456955807957,37.368210319418466
70,4901142.0,71.0,2012-04-17 17:47:59.999999,58.48099899291992,-58.474998474121094,33.28592831420586,35.77317364325823
71,4901142.0,72.0,2012-04-27 17:36:00.000000,58.23899841308594,-58.676998138427734,34.35720088914654,36.21319195010019
72,4901142.0,73.0,2012-05-07 20:13:00.000000,57.92300033569336,-57.70800018310547,34.87362196313115,35.38003748444395
